villageId,i,heard,adopt,nSent,age,female,income,edu,hasPhone,usePhoneCall,usePhoneText,phone,pol_index,distMeeting,leader,prosoc_dic,prosoc_pub,attend,satisfaction,priority,post_effective,post_responsive,post_responsive_dyna,post_capacity,post_capacity_dyna,post_assets_edu,post_assets_health,post_assets_water,post_assets_roads
7,11101401,0,0,0,30,0,2,0,0,0,0,0,0.128247618,0.682810581,0,0.4,0.4,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,5,4,3,2,3,2
7,11101402,0,0,0,30,1,2,0,1,1,0,0,0.128247618,0.681132202,0,0.3,0.2,0,NA,"Direct assistance to the poor (food, cash)",5,4,4,4,4,1,3,2,3
7,11101501,0,0,0,62,0,1,0,0,0,0,0,-0.16652581,0.688079694,0,0.5,0.2,0,NA,Healthcare,4,5,4,5,4,3,3,3,3
7,11101503,0,0,0,99,1,3,0,0,0,0,0,-0.877882971,0.715961174,1,0.1,0.2,0,NA,"Direct assistance to the poor (food, cash)",3,NA,NA,NA,NA,NA,3,3,3
7,11101601,1,0,0,27,1,2,0,0,0,0,0,0.136560713,0.715974811,0,0.5,0.4,0,NA,Healthcare,3,4,4,4,4,3,2,5,2
7,11101602,1,0,0,32,0,4,0,0,1,0,0,0.437850691,0.711846571,1,0.2,0.7,0,NA,Agricultural development,3,4,4,4,4,4,3,5,3
7,11101701,0,0,0,26,1,4,0,0,0,0,0,0.027783508,0.72500943,0,0.3,0.2,0,NA,Education,3,4,4,4,4,4,2,5,2
7,11102001,0,0,0,38,1,2,0,0,0,0,0,0.39588866,0.727289047,1,0,0,0,NA,Education,2,5,3,4,5,4,2,3,2
7,11102101,1,0,0,52,0,4,1,1,1,1,1,0.917674391,NA,0,0.5,0.7,0,NA,Education,5,5,4,5,5,4,4,1,3
7,11102201,1,0,0,56,0,4,1,1,1,1,1,-0.088456199,NA,0,0.6,0.5,1,NA,Education,4,4,3,5,4,4,2,3,3
7,11102301,0,0,0,32,0,4,1,1,1,0,0,-0.877882971,0.213917783,0,0.3,0.3,0,NA,Education,4,5,5,4,4,4,4,4,4
7,11102401,0,0,0,30,1,4,1,1,1,1,1,-0.26698992,0.300216574,0,0.2,0.4,0,NA,Education,4,5,4,1,5,4,4,5,4
7,11102402,0,0,0,29,1,3,1,1,1,1,1,-0.583109543,NA,0,1,1,0,NA,Healthcare,5,NA,3,4,3,3,4,5,2
7,11102502,0,0,0,32,0,4,1,1,1,1,1,-0.26698992,0.444620974,0,0.5,0.2,0,NA,Healthcare,NA,NA,NA,5,3,3,1,2,3
7,11102601,1,0,0,36,0,2,0,1,0,0,0,0.705491733,0.824851794,1,0.2,1,0,NA,Healthcare,4,4,4,4,4,3,1,5,1
7,11102701,0,0,0,24,1,3,0,0,1,0,0,-0.308951951,0.876322809,0,0.2,0.5,0,NA,"Direct assistance to the poor (food, cash)",4,3,2,4,4,2,1,3,4
7,11102702,0,0,0,30,0,2,1,1,1,1,1,0.705491733,0.880950065,0,0.2,0.2,0,NA,Healthcare,3,4,4,4,4,2,2,4,4
7,11102801,1,0,0,88,0,1,1,1,1,0,0,1.494918505,0.875454914,0,0.4,0.2,1,NA,Education,5,4,4,4,3,2,2,2,5
7,11102802,0,0,0,73,1,2,0,1,0,0,0,0.705491733,0.879508222,0,0.3,0.5,0,NA,Access to clean water,3,4,4,4,4,3,2,5,5
7,11102901,0,0,0,60,0,2,0,1,1,0,0,0.705491733,0.807548911,0,0.2,0.3,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,4,3,4,5,4
7,11102902,0,0,0,23,0,1,0,0,1,0,0,0.705491733,0.819526414,0,0.2,0.1,0,NA,"Direct assistance to the poor (food, cash)",3,4,5,4,4,3,2,4,3
7,11102903,0,0,0,36,1,2,0,1,1,0,0,-0.16652581,0.807049364,0,0.1,0.2,0,NA,"Direct assistance to the poor (food, cash)",4,5,4,4,5,4,3,5,3
7,11103001,0,0,0,41,1,2,0,1,1,0,0,-0.158212715,0.853204607,0,0.2,0.1,0,NA,"Direct assistance to the poor (food, cash)",3,5,4,4,4,4,2,2,2
7,11103002,1,0,0,46,0,2,0,1,1,0,0,0.705491733,0.843842503,0,0.5,1,0,NA,Agricultural development,3,4,2,4,4,4,2,3,4
7,11103004,0,0,0,21,1,3,1,1,1,0,0,1.494918505,0.848326637,0,0.5,0.5,0,NA,Education,5,4,4,4,4,3,2,3,2
7,11203101,0,0,0,22,0,2,0,0,1,0,0,0.437850691,0.633994889,0,0.2,0.2,0,NA,"Direct assistance to the poor (food, cash)",4,2,3,4,3,2,2,4,1
7,11203102,0,0,0,21,1,2,0,1,1,0,0,0.143077263,0.637632144,0,0.8,0.8,0,NA,"Direct assistance to the poor (food, cash)",2,4,4,4,4,2,2,4,4
7,11203201,0,0,0,56,1,2,0,0,0,0,0,0.143077263,0.602894114,0,0.2,0.4,0,NA,"Direct assistance to the poor (food, cash)",5,4,4,4,5,3,4,5,3
7,11203202,0,0,0,32,1,4,0,0,0,0,0,0.705491733,0.598251753,0,0,0,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,4,3,3,2,5,4
7,11203302,0,0,0,18,1,1,1,0,0,0,0,-0.467815788,3.786935078,0,0.3,0.2,0,NA,Education,4,4,3,4,4,3,2,3,3
7,11203303,0,0,0,43,1,4,0,1,1,0,0,0.705491733,5.966043489,0,0.1,0.2,0,NA,"Infrastructure, like roads and bridges",5,5,4,5,5,2,1,4,3
7,11203304,0,0,0,40,0,3,0,1,1,0,0,-0.16652581,0.617764494,0,0.5,0.5,0,NA,Education,4,4,3,4,3,3,3,4,4
7,11203401,0,0,0,19,0,4,1,0,0,0,0,-0.281819565,0.643646009,0,0,0,0,NA,Education,1,4,4,4,4,3,1,1,1
7,11203402,0,0,0,69,1,1,0,0,0,0,0,-0.877882971,0.618247258,0,0,0.2,0,NA,"Direct assistance to the poor (food, cash)",3,2,3,4,3,2,2,5,3
7,11203501,1,0,0,36,0,2,0,0,0,0,0,-0.17304236,0.569305817,0,0,0.2,1,NA,Education,4,4,4,4,5,3,3,3,2
7,11203502,0,0,0,32,1,3,0,0,0,0,0,0.410718305,0.571150635,0,0,0,0,NA,Education,4,5,4,4,4,5,2,5,1
7,11203602,0,0,0,56,1,1,0,0,0,0,0,-0.576592993,0.558742873,0,0.1,0.2,0,NA,"Direct assistance to the poor (food, cash)",2,1,4,4,4,2,3,3,2
7,11203603,0,0,0,52,0,2,0,0,0,0,0,0.128247618,0.557996997,0,0.3,0.1,0,NA,Education,4,4,4,4,5,3,3,4,3
7,11203701,0,0,0,39,1,4,0,1,1,0,0,-0.26698992,0.569625152,0,0.2,0.5,0,NA,"Direct assistance to the poor (food, cash)",2,2,4,4,4,3,4,5,2
7,11203702,1,0,0,19,1,4,1,1,1,1,1,-0.26698992,0.572776243,0,0.2,0.2,0,NA,Education,3,4,3,4,3,4,4,4,2
7,11203703,1,0,0,41,0,2,1,1,1,1,1,0.128247618,0.568528252,0,0.1,0.1,0,NA,Education,5,4,3,5,4,4,4,4,2
7,11203801,0,0,0,20,0,3,1,1,1,0,0,-0.583109543,0.64110471,0,0,0,0,NA,Education,2,4,1,2,1,2,3,2,1
7,11203803,0,0,0,54,1,2,0,1,1,0,0,0.410718305,0.65934192,1,0,0.2,0,NA,"Direct assistance to the poor (food, cash)",3,3,3,5,3,NA,2,3,2
7,11203901,0,0,0,73,1,1,0,0,0,0,0,-0.576592993,0.546740132,0,0,0.1,0,NA,"Direct assistance to the poor (food, cash)",3,NA,NA,NA,NA,NA,NA,5,3
7,11203902,0,0,0,59,0,2,0,0,0,0,0,-0.610241929,0.551983719,0,0.2,0.4,0,NA,Education,5,2,3,5,5,2,NA,5,3
7,11203903,0,0,0,23,1,1,0,0,1,0,0,0.705491733,0.547642153,0,0.1,0.4,0,NA,"Direct assistance to the poor (food, cash)",5,5,4,5,4,3,3,5,3
7,11204001,0,0,0,23,0,2,0,0,0,0,0,-0.568279898,0.569624376,0,0.1,0.1,0,NA,Healthcare,4,5,5,5,5,4,5,4,2
7,11204002,1,0,0,21,0,4,0,0,1,0,0,0.109428327,0.56769439,0,0,0.2,0,NA,Healthcare,2,5,4,5,5,4,2,3,3
7,11204003,0,0,0,20,1,3,0,0,0,0,0,0.410718305,0.570716013,0,0.2,0.2,0,NA,Education,4,4,3,4,5,4,3,4,3
7,11204004,0,0,0,47,1,1,0,0,0,0,0,-0.16652581,0.569715601,0,0,0.1,0,NA,Access to clean water,5,5,5,4,5,5,5,5,5
7,11204101,1,0,0,32,1,4,0,1,1,0,0,0.410718305,NA,0,0.3,0.4,1,NA,Education,4,2,4,4,4,4,2,4,2
7,11204102,1,1,3,42,0,3,1,1,1,1,1,1.494918505,0.733791054,1,0.1,0.2,1,1,Agricultural development,4,4,4,4,4,2,2,4,2
7,11204301,0,0,0,42,0,3,0,1,1,0,0,0.143077263,6.076789488,0,0.3,0.7,0,NA,"Direct assistance to the poor (food, cash)",4,1,3,4,3,3,2,3,2
7,11204302,0,0,0,30,1,1,0,1,0,0,0,0.437850691,0.77061843,0,0.5,0.5,0,NA,"Direct assistance to the poor (food, cash)",5,4,4,5,4,2,4,5,1
7,11204401,0,0,0,52,1,2,0,1,0,0,0,0.143077263,5.960522885,0,0,0,0,NA,"Direct assistance to the poor (food, cash)",4,3,2,4,2,3,3,5,3
7,11204406,0,0,0,24,1,3,0,1,1,0,0,0.128247618,0.726233635,0,0,0,0,NA,Education,4,1,4,4,4,4,2,3,2
7,11204407,0,0,0,20,1,1,0,1,1,0,0,-0.877882971,0.723892723,0,0,0,0,NA,Education,3,2,3,4,3,3,3,3,3
7,11204408,0,0,0,57,0,2,0,1,1,0,0,0.109428327,0.713776517,0,0,0.8,0,NA,Agricultural development,2,3,4,4,4,3,3,4,4
7,11204501,0,0,0,50,1,1,0,0,0,0,0,-0.27350647,0.824803359,1,0.2,0.3,0,NA,Education,3,NA,NA,3,NA,4,NA,4,3
7,11204502,0,0,0,32,1,1,0,0,0,0,0,0.143077263,0.819622008,0,0.1,0.2,0,NA,Education,4,2,4,4,4,4,4,4,4
7,11204601,1,0,0,30,0,2,0,0,0,0,0,0.410718305,6.080244833,0,0.2,1,1,NA,"Direct assistance to the poor (food, cash)",2,5,5,4,5,2,2,5,2
7,11204602,0,0,0,35,1,2,0,0,1,0,0,-0.16652581,0.807370062,1,0,0,0,NA,Education,5,4,5,5,4,5,4,5,3
7,11204701,0,0,0,40,1,2,0,0,0,0,0,-0.308951951,0.819038715,0,0.2,0.2,0,NA,Education,5,2,3,3,3,4,5,4,5
7,11204801,0,0,0,55,1,1,0,1,0,0,0,0.143077263,5.969544181,0,0,0.2,0,NA,"Direct assistance to the poor (food, cash)",4,4,3,4,3,3,4,4,3
7,11204803,0,0,0,19,0,4,0,1,1,0,0,-0.27350647,6.544106732,0,0.2,0.3,0,NA,Education,5,5,5,4,5,4,4,5,4
7,11204804,1,0,0,43,1,4,0,1,1,1,1,0.29542455,0.874292102,0,0.3,0.4,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,4,4,5,5,4
7,11204806,0,0,0,88,1,1,0,0,0,0,0,-0.877882971,0.876768214,0,0,0.1,0,NA,"Infrastructure, like roads and bridges",5,NA,NA,NA,NA,NA,NA,NA,NA
7,11204807,0,0,0,35,1,2,0,1,1,0,0,0.705491733,0.896006282,0,0.2,0.3,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,4,4,3,2,5,2
7,11204901,0,0,0,56,1,4,0,1,1,0,0,0.705491733,0.914043432,0,0.2,0.2,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,4,3,2,4,2
7,11204902,0,0,0,63,0,1,0,1,1,0,0,0.705491733,0.922142184,0,0.3,0,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,4,5,4,3,3,3
7,11205001,0,0,0,31,1,1,0,0,0,0,0,-0.17304236,0.930539577,0,0.2,0.3,0,NA,Education,4,4,4,4,4,3,3,3,3
7,11205101,1,0,0,24,1,3,0,1,0,0,0,-0.014178523,0.907679351,0,0.2,0.3,0,NA,Agricultural development,4,4,4,4,4,4,2,2,3
7,11205201,1,0,0,49,1,2,0,1,1,0,0,0.410718305,0.893806195,1,0.1,0.1,1,NA,Healthcare,5,5,4,5,5,4,1,4,1
7,11205202,0,0,0,52,0,2,0,1,1,0,0,0.705491733,0.874888356,0,0.3,0.4,0,NA,Education,4,4,4,4,4,3,3,4,4
7,11205301,0,0,0,71,1,1,0,0,0,0,0,-0.26698992,NA,0,0,0.2,0,NA,"Direct assistance to the poor (food, cash)",1,1,3,4,3,3,1,4,3
7,11205403,0,0,0,42,0,2,0,1,0,0,0,0.027783508,NA,0,0.2,0.2,0,NA,"Infrastructure, like roads and bridges",4,4,4,4,4,4,2,5,2
7,11205503,1,0,0,44,1,2,0,1,1,0,0,-0.17304236,0.863185325,0,0.1,0.1,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,4,2,3,3,3
7,11205601,0,0,0,46,1,1,0,0,0,0,0,-0.26698992,NA,0,0,0.2,0,NA,"Direct assistance to the poor (food, cash)",1,1,2,3,2,1,2,2,1
7,11205701,1,0,0,62,0,1,1,1,1,1,1,0.027783508,0.550277936,1,0.2,0.3,0,NA,"Direct assistance to the poor (food, cash)",1,1,4,4,4,3,2,1,1
7,11205702,0,0,0,61,1,1,0,1,0,0,0,0.705491733,0.69810594,0,0.2,0.3,0,NA,"Direct assistance to the poor (food, cash)",1,4,4,5,5,5,5,5,3
7,11305803,0,0,0,21,1,3,0,1,1,1,1,0.027783508,NA,0,0.2,0.9,0,NA,"Security, like the police and military",5,4,5,4,5,5,5,5,5
7,11305901,0,0,0,38,1,1,0,0,1,0,0,0.29542455,NA,0,0.5,0.2,0,NA,Education,5,4,5,4,5,4,2,1,4
7,11306101,1,0,0,39,1,1,0,0,1,0,0,-0.281819565,2.093300215,0,0,0.2,0,NA,Agricultural development,3,4,4,4,4,3,2,2,3
7,11306201,0,0,0,32,1,4,0,0,1,0,0,-0.014178523,0.899979982,0,0.3,0.4,0,NA,Agricultural development,5,4,4,4,5,5,2,2,2
7,11306202,1,0,0,29,0,4,0,0,1,0,0,-0.014178523,0.901030506,0,0.2,0.3,0,NA,"Security, like the police and military",5,5,5,5,5,5,5,5,4
7,11306302,0,0,0,22,1,4,0,0,1,0,0,0.143077263,0.916083328,0,0.2,0.2,0,NA,Education,3,4,5,4,5,2,2,4,2
7,11306304,1,0,0,56,0,4,0,1,0,0,0,-0.467815788,0.912847464,0,0.5,0.3,0,NA,Healthcare,3,4,4,4,4,3,2,3,2
7,11306401,0,0,0,32,1,2,0,0,0,0,0,0.128247618,0.913643905,0,0.5,0.3,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,4,2,2,4,2
7,11306503,0,0,0,58,0,1,0,1,1,0,0,0.705491733,2.725382137,0,0.3,0.5,0,NA,"Security, like the police and military",4,3,3,3,3,2,4,1,4
7,11306504,0,0,0,23,0,3,0,1,1,0,0,-0.158212715,0.94490625,0,0,0.2,0,NA,Healthcare,4,5,4,5,4,4,3,2,2
7,11306506,0,0,0,19,1,3,0,1,0,0,0,0.410718305,0.945958777,0,0.1,0.5,0,NA,Education,3,5,5,5,5,5,2,3,3
7,11306701,0,0,0,32,1,1,0,0,0,0,0,-0.576592993,1.087714521,0,0.4,0.1,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,4,NA,4,2,2,2
7,11306801,1,0,0,38,0,2,0,1,1,0,0,0.143077263,1.039476195,0,0.2,0.2,0,NA,Education,3,4,4,4,3,4,4,2,4
7,11306802,0,0,0,32,1,1,0,1,0,0,0,-0.568279898,1.040446024,0,0.5,0.3,0,NA,"Security, like the police and military",3,2,4,5,5,5,4,2,4
7,11306902,1,0,0,34,0,2,0,1,1,0,0,0.143077263,1.124535347,0,0,0.1,0,NA,Agricultural development,3,NA,3,4,3,2,2,2,2
7,11307001,0,0,0,67,1,1,0,1,0,0,0,6.51E-04,NA,0,0,0.1,0,NA,"Direct assistance to the poor (food, cash)",5,NA,2,4,4,2,1,2,4
7,11307101,0,0,0,22,0,2,0,0,0,0,0,-0.568279898,1.148317398,0,0.5,1,0,NA,Education,4,5,4,4,3,3,3,3,3
7,11307102,0,0,0,26,1,1,0,0,0,0,0,-0.26698992,1.147332354,0,0.1,0.2,0,NA,Education,1,3,3,2,3,2,1,1,2
7,11307201,0,0,0,44,0,2,0,0,0,0,0,-0.158212715,1.149865074,0,0.1,0.1,0,NA,Healthcare,5,5,4,5,4,5,3,4,3
7,11307202,0,0,0,39,1,1,0,1,0,0,0,-0.27350647,1.166086872,0,0.1,0.2,0,NA,"Direct assistance to the poor (food, cash)",1,3,3,5,3,NA,2,1,3
7,11307203,0,0,0,21,0,4,0,0,1,0,0,-0.16652581,1.164939731,0,0.1,0.1,0,NA,"Direct assistance to the poor (food, cash)",5,5,4,5,5,5,3,1,3
7,11307302,0,0,0,54,1,1,0,0,0,0,0,-0.467815788,1.110171428,0,0.2,0.4,0,NA,Agricultural development,2,2,4,4,4,4,2,1,2
7,11307401,1,1,2,34,0,2,1,1,1,1,1,0.404201755,1.25341275,0,0,0,0,0,Education,3,4,4,4,4,2,3,1,2
7,11307402,0,0,0,22,1,2,0,1,0,0,0,-0.576592993,1.268974671,0,0.2,1,0,NA,"Direct assistance to the poor (food, cash)",4,2,4,4,4,5,2,1,3
7,11307601,0,0,0,21,1,2,1,1,1,1,1,-0.576592993,6.208278252,0,1,1,0,NA,Healthcare,4,4,3,4,3,4,2,2,2
7,11307602,0,0,0,43,1,4,1,1,1,0,0,-0.16652581,4.584800346,0,1,0.3,0,NA,Healthcare,4,2,3,2,3,2,4,2,4
7,11307603,0,0,0,54,0,1,0,1,1,0,0,0.437850691,1.15993635,0,0.3,0.5,0,NA,Healthcare,3,3,3,5,3,NA,NA,1,1
7,11307604,0,0,0,18,1,4,0,1,1,0,0,0.437850691,1.258680929,0,0,0.1,0,NA,Education,2,4,4,4,4,4,5,4,3
7,11307701,1,0,0,19,0,2,1,1,1,1,1,0.437850691,6.932395969,0,0,1,0,NA,Agricultural development,4,2,2,2,1,1,2,1,1
7,11307702,0,0,0,18,1,4,1,1,1,1,1,0.027783508,1.263482806,0,0,0,0,NA,"Direct assistance to the poor (food, cash)",4,5,4,4,4,3,3,2,3
7,11307703,0,0,0,18,1,3,1,1,1,1,1,0.143077263,1.274741837,0,0.2,0.2,0,NA,Healthcare,4,NA,3,5,2,4,1,2,2
7,11307801,1,0,0,23,0,4,1,1,1,1,1,-0.576592993,6.975248686,0,0,0.5,0,NA,Healthcare,4,4,1,4,4,2,2,1,1
7,11307802,0,0,0,31,0,2,1,1,1,0,0,-0.315468501,6.314042729,0,0.1,0.8,0,NA,Agricultural development,3,3,2,4,1,3,2,1,2
7,11307901,0,0,0,18,1,4,1,1,1,1,1,-0.158212715,1.268074048,0,0.2,1,0,NA,Healthcare,4,4,3,4,4,5,1,1,3
7,11307902,0,0,0,20,0,2,1,1,1,1,1,0.705491733,6.9037521,0,0,0,0,NA,Education,3,3,3,5,3,2,3,3,4
7,11308001,0,0,0,62,1,2,0,1,0,0,0,-0.467815788,1.184909924,0,0.4,0.2,0,NA,Agricultural development,2,4,2,4,4,5,2,1,3
7,11308002,1,0,0,70,0,3,0,1,1,0,0,1.494918505,1.196290005,1,0.2,0.6,0,NA,"Infrastructure, like roads and bridges",3,5,4,4,4,3,2,2,2
7,11308003,0,0,0,25,0,2,1,1,1,0,0,0.705491733,1.193500134,0,0.4,0.3,0,NA,Agricultural development,3,4,4,4,3,4,2,4,2
7,11308101,1,0,0,39,1,5,0,1,1,0,0,-0.877882971,1.171632858,0,0.1,0.1,1,NA,"Direct assistance to the poor (food, cash)",5,3,3,4,3,4,2,3,2
7,11308102,1,0,0,25,0,3,1,1,1,1,1,-0.583109543,NA,0,0.1,0.1,0,NA,Education,4,4,4,5,4,2,2,2,2
7,11308104,1,0,0,45,0,4,1,1,1,0,0,-0.014178523,1.171931822,0,0,0.3,1,NA,Education,4,4,4,5,5,3,2,4,3
7,11308202,0,0,0,19,0,2,0,0,0,0,0,1.200145077,0.523573808,0,0,0.2,0,NA,Agricultural development,5,4,3,1,4,4,1,5,2
7,11308203,0,0,0,54,0,2,0,0,1,0,0,0.705491733,1.151881959,0,0.5,1,0,NA,Education,4,4,4,4,4,3,4,2,3
7,11308302,0,0,0,77,0,1,1,0,1,1,1,0.705491733,1.160166676,1,0.2,0.1,0,NA,Education,2,3,4,2,4,3,1,1,2
7,11308402,0,0,0,33,1,2,1,1,1,0,0,0.027783508,1.151203731,0,0.2,0.2,0,NA,Education,2,4,4,4,4,3,3,1,4
7,11308501,1,0,0,23,0,2,0,0,0,0,0,0.143077263,1.170693303,0,0.5,0.5,1,NA,Agricultural development,5,2,3,4,3,1,2,1,1
7,11308502,0,0,0,20,1,1,0,0,0,0,0,0.136560713,1.167274174,0,0.3,1,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,4,4,4,2,4
7,11308701,0,0,0,44,1,2,0,1,1,0,0,-0.26698992,1.170974146,0,0.5,0.2,0,NA,"Direct assistance to the poor (food, cash)",4,5,5,4,5,5,2,1,5
7,11308702,0,0,0,55,0,2,0,1,1,0,0,0.29542455,6.121719751,1,0,0.4,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,5,5,4,3,1,3
7,11308902,0,0,0,35,0,4,1,1,1,1,1,0.410718305,0.714221292,0,0,0.1,0,NA,Education,2,4,2,4,4,4,1,2,2
7,11309002,0,0,0,29,0,2,1,1,1,0,0,0.705491733,1.116459587,0,0,0.1,0,NA,Education,3,3,2,4,2,2,4,2,2
7,11309003,0,0,0,32,1,1,0,0,0,0,0,0.705491733,1.177086832,0,0,0,0,NA,Education,4,5,4,4,NA,3,4,4,4
7,11309102,0,0,0,26,1,1,0,1,0,0,0,0.143077263,1.129522919,0,0.5,0.1,0,NA,Access to clean water,4,3,3,3,3,3,3,3,3
7,11309201,1,0,0,46,1,1,0,0,0,0,0,-0.568279898,1.143384601,0,0.1,0.2,1,NA,"Direct assistance to the poor (food, cash)",5,5,5,5,5,5,3,1,1
7,11409303,0,0,0,45,0,1,1,0,1,1,1,0.128247618,1.004113116,0,0.1,0.2,0,NA,Education,2,1,1,5,2,3,3,2,2
7,11409304,0,0,0,25,0,4,0,1,1,1,1,-0.27350647,0.990136306,0,0.1,0.1,0,NA,"Infrastructure, like roads and bridges",3,4,4,4,4,2,3,2,2
7,11409401,0,0,0,44,0,2,0,1,0,0,0,-0.300638856,0.979487849,0,0.2,0.5,0,NA,Other [Please Specify],2,2,3,5,4,5,5,4,2
7,11409402,0,0,0,52,1,3,0,1,0,0,0,0.705491733,0.985756629,0,0.1,0.2,0,NA,Access to clean water,3,4,4,5,4,4,3,2,2
7,11409501,0,0,0,22,1,2,0,0,0,0,0,0.437850691,1.075474282,0,0.3,0.5,0,NA,"Direct assistance to the poor (food, cash)",3,4,4,4,4,3,3,3,3
7,11409502,1,0,0,24,0,1,1,0,1,0,0,0.437850691,1.072578534,0,0,0.1,0,NA,"Direct assistance to the poor (food, cash)",4,4,4,4,2,3,2,2,1
7,11409601,0,0,0,47,1,2,0,1,1,1,1,-0.26698992,1.05289936,0,0.4,0.2,0,NA,Education,4,3,5,2,5,4,2,3,3
